#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.483469   -0.483469           0
           2   -0.480159   -0.481814  0.00117025
           3   -0.483398   -0.482342 0.000891305
           4   -0.483129   -0.482539 0.000689822
           5   -0.482805   -0.482592 0.000553907
           6   -0.481633   -0.482432 0.000484102
           7   -0.482712   -0.482472 0.000416592
           8   -0.482257   -0.482445 0.000365381
           9   -0.482603   -0.482463 0.000325203
          10   -0.481136    -0.48233 0.000318587
          11   -0.481437   -0.482249 0.000299793
          12   -0.484469   -0.482434 0.000326939
          13   -0.483461   -0.482513 0.000311182
          14   -0.481096   -0.482412 0.000304971
          15   -0.481958   -0.482381 0.000286135
          16   -0.483617   -0.482459 0.000278482
          17   -0.482597   -0.482467  0.00026222
          18   -0.482651   -0.482477 0.000247853
          19   -0.483347   -0.482523 0.000238997
          20   -0.481262    -0.48246 0.000235217
