#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.726296   -0.726296           0
           2   -0.721042   -0.723669  0.00185784
           3    -0.72381   -0.723716  0.00123915
           4   -0.723824   -0.723743 0.000929659
           5   -0.721563   -0.723307 0.000839749
           6   -0.719923   -0.722743 0.000868767
           7   -0.722988   -0.722778  0.00074536
           8   -0.718866   -0.722289 0.000796638
           9   -0.719477   -0.721976 0.000766966
          10   -0.718611    -0.72164 0.000760515
          11    -0.72114   -0.721594 0.000692734
          12   -0.720222    -0.72148 0.000644378
          13   -0.721942   -0.721516 0.000595787
          14   -0.721302     -0.7215 0.000553426
          15   -0.720371   -0.721425 0.000521629
          16   -0.723116   -0.721531 0.000499616
          17   -0.720465   -0.721468 0.000474144
          18   -0.721403   -0.721464 0.000447817
          19   -0.721782   -0.721481  0.00042456
          20   -0.719314   -0.721373 0.000416925
