#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.847724   -0.847724           0
           2   -0.845464   -0.846594 0.000799271
           3   -0.846359   -0.846516 0.000536673
           4    -0.84964   -0.847297 0.000787093
           5   -0.845471   -0.846931 0.000709356
           6   -0.855357   -0.848336   0.0014117
           7   -0.845506   -0.847931  0.00126659
           8   -0.846156    -0.84771  0.00112754
           9   -0.848679   -0.847817  0.00100739
          10    -0.84693   -0.847729 0.000910546
          11   -0.846491   -0.847616  0.00083469
          12   -0.848871   -0.847721 0.000771661
          13   -0.847628   -0.847714 0.000712335
          14   -0.848447   -0.847766 0.000663376
          15   -0.845405   -0.847609 0.000637549
          16   -0.851207   -0.847833 0.000636133
          17   -0.852561   -0.848112 0.000656681
          18   -0.843531   -0.847857 0.000667679
          19    -0.85081   -0.848012 0.000650373
          20   -0.843418   -0.847783 0.000657182
