#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.805608   -0.805608           0
           2   -0.802481   -0.804045  0.00110536
           3   -0.803714   -0.803934 0.000742387
           4   -0.805027   -0.804208 0.000604939
           5     -0.8061   -0.804586 0.000590599
           6   -0.805932    -0.80481 0.000533077
           7   -0.802659   -0.804503 0.000538252
           8   -0.803166   -0.804336 0.000496232
           9   -0.803898   -0.804287  0.00044348
          10   -0.806246   -0.804483 0.000440276
          11   -0.803536   -0.804397 0.000408591
          12   -0.808883   -0.804771 0.000518051
          13   -0.802314   -0.804582 0.000511522
          14   -0.808732   -0.804878 0.000554267
          15   -0.805481   -0.804918  0.00051877
          16   -0.804584   -0.804898 0.000486769
          17   -0.805637   -0.804941 0.000460072
          18   -0.802216    -0.80479 0.000458749
          19   -0.804643   -0.804782 0.000434669
          20   -0.800604   -0.804573 0.000460403
