#   GENERATION   BEST_LENGTH     BEST_HALF       STD_DEV
           774       10.0953       10.5778      0.743073
           775       10.0953       10.3434      0.515505
           776       10.0953       10.5992      0.909555
           777       10.0953       10.9049       1.10535
           778       10.0953        10.654      0.873405
           779       10.0953       11.0251       1.10115
           780       10.0953       10.8603       1.01274
           781       10.0953        10.587      0.781434
           782       10.0953       10.8431       1.02928
           783       10.0953       10.7189      0.847149
           784       10.0953       10.7442      0.959557
           785       10.0953       11.5077       1.18493
           786       10.0953       11.1934       0.96207
           787       10.0953        11.336      0.993906
           788       10.0953       10.9832      0.933383
           789       10.0953       11.0175      0.961719
           790       10.0953       10.8361      0.905988
           791       10.0953       10.8377      0.929652
           792       10.0953       10.8608      0.955182
           793       10.0953       10.9315       1.04135
           794       10.0953       10.8132       1.02921
           795       10.0953       10.5261      0.735535
           796       10.0953       10.4857      0.680867
           797       10.0953       11.0017       1.13139
           798       10.0953       11.0148       1.06039
           799       10.0953       11.2418       1.15389
           800       10.0953       10.5663      0.714412
           801       10.0953       10.8583      0.951576
           802       10.0953       10.7727      0.964863
           803       10.0953       10.9006       1.00911
           804       10.0953       10.4772      0.676017
           805       10.0953       10.9494       1.17714
           806       10.0953       10.6971      0.942745
           807       10.0953        10.497      0.710046
           808       10.0953       10.6966      0.814371
           809       10.0953       10.8976      0.832248
           810       10.0953       10.6213      0.702726
           811       10.0953       11.1827       1.09379
           812       10.0953       11.5599       1.23514
           813       10.0953       11.5351       1.28506
           814       10.0953       11.2857       1.21128
           815       10.0953       11.5229       1.34528
           816       10.0953       11.3196       1.26868
           817       10.0953       10.8076      0.866105
           818       10.0953       11.8526       1.34166
           819       10.0953       11.5045       1.24016
           820       10.0953       11.6616       1.24519
           821       10.0953       11.8475       1.32513
           822       10.0953       11.3015       1.18129
           823       10.0953       11.3832       1.25168
           824       10.0953       11.1744       1.18175
           825       10.0953       11.5253       1.18155
           826       10.0953       11.4575       1.26337
           827       10.0953       11.0033       1.08152
           828       10.0953       11.0307       1.16549
           829       10.0953       10.9321       1.18611
           830       10.0953       11.0484       1.22501
           831       10.0953       11.0476       1.07428
           832       10.0953       11.0932       1.11127
           833       10.0953       11.5225       1.24126
           834       10.0953         11.17       1.18471
           835       10.0953       10.9171      0.913111
           836       10.0953       10.8717      0.971875
           837       10.0953       10.7348       0.88002
           838       10.0953       10.5352      0.734411
           839       10.0953       11.0416       1.21388
           840       10.0953       10.7189      0.910117
           841       10.0953       10.6726      0.896599
           842       10.0953       10.9346       1.02483
           843       10.0953       11.2181       1.25618
           844       10.0953       11.6124        1.3851
           845       10.0953       11.4885       1.19675
           846       10.0953       11.1578       1.12925
           847       10.0953       10.9915       1.08434
           848       10.0953       10.7576       1.00157
           849       10.0953       10.6071      0.895036
           850       10.0953       10.8067       1.04891
           851       10.0953       11.2441       1.17626
           852       10.0953       11.1645       1.16466
           853       10.0953       10.7261      0.937594
           854       10.0953        11.064       1.03363
           855       10.0953       11.2437       1.26835
           856       10.0953       10.8447      0.957184
           857       10.0953       11.0373       1.08481
           858       10.0953       11.0817       1.04508
           859       10.0953       10.6925      0.738211
           860       10.0953       10.7449       0.81818
           861       10.0953       10.9862       1.17713
           862       10.0953       11.0851       1.29325
           863       10.0953       10.6608       0.92916
           864       10.0953       10.4649      0.727645
           865       10.0953       10.6317       0.81368
           866       10.0953        10.842       1.00524
           867       10.0953       10.6971      0.912686
           868       10.0953       10.8469       1.05808
           869       10.0953       11.2235       1.06855
           870       10.0953       11.2217       1.16788
           871       10.0953       11.2137       1.01335
           872       10.0953       10.7331      0.753548
           873       10.0953       10.9796       1.14473
           874       10.0953       10.6485      0.900885
           875       10.0953       10.7997       1.13802
           876       10.0953       10.7274        0.9486
           877       10.0953       10.7689      0.986882
           878       10.0953       10.3573      0.569158
           879       10.0953       10.7574      0.906498
           880       10.0953       10.6125      0.832635
           881       10.0953       10.4897      0.659922
           882       10.0953       10.5092      0.664162
           883       10.0953       10.9547       1.07354
           884       10.0953       10.5673      0.816772
           885       10.0953       10.9788       1.13595
           886       10.0953       10.6213      0.810678
           887       10.0953       10.5478      0.667911
           888       10.0953       10.5468      0.698122
           889       10.0953        11.069       1.08743
           890       10.0953        10.764      0.909379
           891       10.0953       10.9903      0.932728
           892       10.0953       10.5933      0.743353
           893       10.0953       10.7433      0.897991
           894       10.0953       10.8291      0.933629
           895       10.0953       10.9894      0.994569
           896       10.0953       10.9624       1.10388
           897       10.0953       10.7341      0.947179
           898       10.0953       10.8009      0.974684
           899       10.0953       11.0359       1.07512
           900       10.0953       11.4096       1.47202
           901       10.0953       10.7331       1.00339
           902       10.0953       10.7049       0.93746
           903       10.0953       10.7431       1.06477
           904       10.0953       11.3977       1.37252
           905       10.0953       10.7025        1.0429
           906       10.0953       10.7824       1.06549
           907       10.0953       10.5542      0.716903
           908       10.0953       11.1242       1.12274
           909       10.0953       11.3231       1.14462
           910       10.0953       11.4352        1.1126
           911       10.0953       11.4436       1.25731
           912       10.0953       11.3972       1.15622
           913       10.0953       11.5886       1.41731
           914       10.0953       11.2306       1.24836
           915       10.0953       10.8651      0.831193
           916       10.0953       11.0281       0.92003
           917       10.0953       11.2952       1.08478
           918       10.0953       11.1732       1.02825
           919       10.0953       10.9261      0.954679
           920       10.0953       10.6194      0.664761
           921       10.0953        11.168       1.07356
           922       10.0953       11.2525       1.11927
           923       10.0953       11.2905       1.23546
           924       10.0953       11.1475       1.13126
           925       10.0953       10.7394      0.828152
           926       10.0953       10.8764      0.980862
           927       10.0953       11.5949       1.31791
           928       10.0953       11.0939       1.13973
           929       10.0953       10.9179      0.990029
           930       10.0953       10.8608      0.836842
           931       10.0953       10.8842      0.898432
           932       10.0953       11.1396       1.23041
           933       10.0953       11.1992       1.21689
           934       10.0953        11.195       1.34684
           935       10.0953       10.8914       1.11673
           936       10.0953       10.9667       1.00095
           937       10.0953       11.3116       1.16899
           938       10.0953       11.0935       1.04551
           939       10.0953        10.989      0.898744
           940       10.0953       10.5912      0.680278
           941       10.0953       10.9756      0.990511
           942       10.0953       10.7502      0.860238
           943       10.0953        10.524      0.629208
           944       10.0953        10.908      0.825006
           945       10.0953       10.7469      0.801834
           946       10.0953       10.7943      0.921331
           947       10.0953       10.9391      0.951545
           948       10.0953        11.084       1.05792
           949       10.0171       11.2821       1.16293
           950       10.0171       11.2113       1.20747
           951       10.0171       11.0205       1.15934
           952       10.0171       11.0577       1.29652
           953       10.0171       10.7919      0.855833
           954       10.0171       10.6761      0.864765
           955       10.0171       10.6536      0.955212
           956       10.0171       10.4633      0.620597
           957       10.0171       10.5907      0.814876
           958       10.0171       10.9326       1.19757
           959       10.0171       10.7244       0.90623
           960       10.0171       10.8267      0.990702
           961       10.0171       11.1651       1.14832
           962       10.0171       10.4626       0.75649
           963       10.0171       10.3661      0.579558
           964       10.0171       10.7052      0.963138
           965       10.0171        10.443      0.686602
           966       10.0171       10.6034      0.750224
           967       10.0171       10.6001      0.777231
           968       10.0171       10.9784       1.09034
           969       10.0171       11.1276       1.05103
           970       10.0171       10.5727      0.838428
           971       10.0171       10.5584      0.800002
           972       10.0171       10.6694      0.739773
           973       10.0171       10.9766       1.11641
           974       10.0171         11.41       1.42435
           975       10.0171       11.6736       1.45477
           976       10.0171       11.5658       1.33298
           977       10.0171       10.7468       1.00458
           978       10.0171       10.4064      0.621811
           979       10.0171        10.328      0.542241
           980       10.0171        10.597      0.738352
           981       10.0171       10.8792       1.00312
           982       10.0171       10.8526      0.936544
           983       10.0171       10.6271      0.878296
           984       10.0171       10.4349      0.677406
           985       10.0171       10.7147      0.883681
           986       9.99609       10.8516       1.04232
           987       9.99609       11.1393       1.17724
           988       9.99609       11.5546       1.28657
           989       9.99609       10.5437      0.720278
           990       9.99609       10.6582      0.795967
           991       9.99609       10.3762      0.669723
           992       9.99609       10.4959      0.729919
           993       9.99609       10.6321      0.827987
           994       9.99609       10.8026      0.943734
           995       9.99609        10.963      0.939398
           996       9.99609       11.3646       1.03337
           997       9.99609       12.3721       1.59331
           998       9.99609       12.4629       1.50833
           999       9.99609        12.325       1.28974
          1000       9.99609       12.4722       1.36913
