#     STEP   BEST_LENGTH
   3960001       65.9805
   3970001       65.9805
   3980001       65.8566
   3990001       65.8566
   4000001       65.8566
   4010001       65.8566
   4020001       65.8566
   4030001       65.8566
   4040001       65.8566
   4050001       65.8566
   4060001       65.8566
   4070001       65.8566
   4080001       65.8566
   4090001       65.8566
   4100001       65.8566
   4110001       65.8566
   4120001       65.8566
   4130001       65.8566
   4140001       65.8566
   4150001       65.8566
   4160001       65.8566
   4170001       65.8566
   4180001       65.8566
   4190001       65.8566
   4200001       65.8566
   4210001       65.8566
   4220001       65.8566
   4230001       65.8566
   4240001       65.8566
   4250001       65.8566
   4260001       65.8566
   4270001       65.8566
   4280001       65.8566
   4290001       65.8566
   4300001       65.8566
   4310001       65.8566
   4320001       65.8566
   4330001       65.8566
   4340001       65.8566
   4350001       65.8566
   4360001       65.8566
   4370001       65.8566
   4380001       65.8566
   4390001       65.8566
   4400001       65.8566
   4410001       65.8566
   4420001       65.8566
   4430001       65.8566
   4440001       65.8566
   4450001       65.8566
   4460001       65.8566
   4470001       65.8566
   4480001       65.8566
   4490001       65.8566
   4500001       65.8566
   4510001       65.8566
   4520001       65.8566
   4530001       65.8566
   4540001       65.8566
   4550001       65.8566
   4560001       65.8566
   4570001       65.8566
   4580001       65.8566
   4590001       65.8566
   4600001       65.8566
   4610001       65.8566
   4620001       65.8566
   4630001       65.8566
   4640001       65.8566
   4650001       65.8566
   4660001       65.8566
   4670001       65.8566
   4680001       65.8566
   4690001       65.8566
   4700001       65.8566
   4710001       65.8566
   4720001       65.8566
   4730001       65.8566
   4740001       65.8566
   4750001       65.8566
   4760001       65.8566
   4770001       65.8566
   4780001       65.8566
   4790001       65.8566
   4800001       65.8566
   4810001       65.8566
   4820001       65.8566
   4830001       65.8566
   4840001       65.8566
   4850001       65.8566
   4860001       65.8566
   4870001       65.8566
   4880001       65.8566
   4890001       65.8566
   4900001       65.8566
   4910001       65.8566
   4920001       65.8566
   4930001       65.8566
   4940001       65.8566
   4950001       65.8566
   4960001       65.8566
   4970001       65.8566
   4980001       65.8566
   4990001       65.8566
   5000001       65.8566
   5010001       65.8566
   5020001       65.8566
   5030001       65.8566
   5040001       65.8566
   5050001       65.8566
   5060001       65.8566
   5070001       65.8566
   5080001       65.8566
   5090001       65.8566
   5100001       65.8566
   5110001       65.8566
   5120001       65.8566
   5130001       65.8566
   5140001       65.8566
   5150001       65.8566
   5160001       65.8566
   5170001       65.8566
   5180001       65.8566
   5190001       65.8566
   5200001       65.8566
   5210001       65.8566
   5220001       65.8566
   5230001       65.8566
   5240001       65.8566
   5250001       65.8566
   5260001       65.8109
   5270001       65.8109
   5280001       65.5281
   5290001       65.4097
   5300001       65.4097
   5310001       65.4097
   5320001       65.4097
   5330001       65.4097
   5340001       65.4097
   5350001       65.4097
   5360001       65.4097
   5370001       65.4097
   5380001       65.4097
   5390001       65.4097
   5400001       65.4097
   5410001       65.4097
   5420001       65.4097
   5430001       65.4097
   5440001       65.4097
   5450001       65.4097
   5460001       65.4097
   5470001       65.4097
   5480001       65.4097
   5490001       65.4097
   5500001       65.4097
   5510001       65.4097
   5520001       65.4097
   5530001       65.4097
   5540001       65.4097
   5550001       65.4097
   5560001       65.4097
   5570001       65.4097
   5580001       65.4097
   5590001       65.4097
   5600001       65.4097
   5610001       65.4097
   5620001       65.4097
   5630001       65.4097
   5640001       65.4097
   5650001       65.4097
   5660001       65.4097
   5670001       65.4097
   5680001       65.4097
   5690001       65.4097
   5700001       65.4097
   5710001       65.4097
   5720001       65.4097
   5730001       65.4097
   5740001       65.4097
   5750001       65.4097
   5760001       65.4097
   5770001       65.4097
   5780001       65.4097
   5790001       65.4097
   5800001       65.4097
   5810001       65.4097
   5820001       65.4097
   5830001       65.4097
   5840001       65.4097
   5850001       65.4097
   5860001       65.4097
   5870001       65.4097
   5880001       65.4097
   5890001       65.4097
   5900001       65.4097
   5910001       65.4097
   5920001       65.4097
   5930001       65.4097
   5940001       65.4097
   5950001       65.4097
   5960001       65.4097
   5970001       65.4097
   5980001       65.4097
   5990001       65.4097
   6000001       65.4097
   6010001       65.4097
   6020001       65.4097
   6030001       65.4097
   6040001       65.4097
   6050001       65.4097
   6060001       65.4097
   6070001       65.4097
   6080001       65.4097
   6090001       65.4097
   6100001       65.4097
   6110001       65.4097
   6120001       65.4097
   6130001       65.4097
   6140001       65.4097
   6150001       65.4097
   6160001       65.4097
   6170001       65.4097
   6180001       65.4097
   6190001       65.4097
   6200001       65.4097
   6210001       65.4097
   6220001       65.4097
   6230001       65.4097
   6240001       65.4097
   6250001       65.4097
   6260001       65.4097
   6270001       65.4097
   6280001       65.4097
   6290001       65.4097
   6300001       65.4097
   6310001       65.4097
   6320001       65.4097
   6330001       65.4097
   6340001       65.4097
   6350001       65.4097
   6360001       65.4097
   6370001       65.4097
   6380001       65.4097
   6390001       65.4097
   6400001       65.4097
   6410001       65.4097
   6420001       65.4097
   6430001       65.4097
   6440001       65.4097
   6450001       65.4097
   6460001       65.4097
   6470001       65.4097
   6480001       65.4097
   6490001       65.4097
   6500001       65.4097
   6510001       65.4097
   6520001       65.4097
   6530001       65.4097
   6540001       65.4097
   6550001       65.4097
   6560001       65.4097
   6570001       65.4097
   6580001       65.4097
   6590001       65.4097
   6600001       65.4097
   6610001       65.4097
   6620001       65.4097
   6630001       65.4097
   6640001       65.4097
   6650001       65.4097
   6660001       65.1666
   6670001       65.1666
   6680001       65.1666
   6690001       65.1666
   6700001       65.1666
   6710001       65.1666
   6720001       65.1666
   6730001       65.1666
   6740001       65.1666
   6750001       65.1666
   6760001       65.1666
   6770001       65.1666
   6780001       65.1666
   6790001       65.1666
   6800001       65.1666
   6810001       65.1666
   6820001       65.1666
   6830001       65.1666
   6840001       65.1666
   6850001       65.1666
   6860001       65.1666
   6870001       65.1666
   6880001       65.1666
   6890001       65.1666
   6900001       65.1666
   6910001       65.1666
   6920001       65.1666
   6930001       65.1666
   6940001       65.1666
   6950001       65.1666
   6960001       65.1666
   6970001       65.1666
   6980001       65.1666
   6990001       65.1666
   7000001       65.1666
   7010001       65.1666
   7020001       65.1666
   7030001       65.1666
   7040001       65.1666
   7050001       65.1666
   7060001       65.1666
   7070001       65.1666
   7080001       65.1666
   7090001       65.1666
   7100001       65.1666
   7110001       65.1666
   7120001       65.1666
   7130001       65.1666
   7140001       65.1666
   7150001       65.1666
   7160001       65.1666
   7170001       65.1666
   7180001       65.1666
   7190001       65.1666
   7200001       65.1666
   7210001       65.1666
   7220001       65.1666
   7230001       65.1666
   7240001       65.1666
   7250001       65.1666
   7260001       65.1666
   7270001       65.1666
   7280001       65.1666
   7290001       65.1666
   7300001       65.1666
   7310001       65.1666
   7320001       65.1666
   7330001       65.1666
   7340001       65.1666
   7350001       65.1666
   7360001       65.1666
   7370001       65.1666
   7380001       65.1666
   7390001       65.1666
   7400001       65.1666
   7410001       65.1666
   7420001       65.1666
   7430001       65.1666
   7440001       65.1666
   7450001       65.1666
   7460001       65.1666
   7470001       65.1666
   7480001       65.1666
   7490001       65.1666
   7500001       65.1666
   7510001       65.1666
   7520001       65.1666
   7530001       65.1666
   7540001       65.1666
   7550001       65.1666
   7560001       65.1666
   7570001       65.1666
   7580001       65.1666
   7590001       65.1666
   7600001       65.1666
   7610001       65.1666
   7620001       65.1666
   7630001       65.1666
   7640001       65.1666
   7650001       65.1666
   7660001       65.1666
   7670001       65.1666
   7680001       65.1666
   7690001       65.1666
   7700001       65.1666
   7710001       65.1666
   7720001       65.1666
   7730001       65.1666
   7740001       65.1666
   7750001       65.1666
   7760001       65.1666
   7770001       65.1666
   7780001       65.1666
   7790001       65.1666
   7800001       65.1666
   7810001       65.1666
   7820001       65.1666
   7830001       65.1666
   7840001       65.1666
   7850001       65.1666
   7860001       65.1666
   7870001       65.1666
   7880001       65.1666
   7890001       65.1666
   7900001       65.1666
   7910001       65.1666
   7920001       65.1666
   7930001       65.1666
   7940001       65.1666
   7950001       65.1666
   7960001       65.1666
   7970001       65.1666
   7980001       65.1666
   7990001       65.1666
   8000001       65.1666
   8010001       65.1666
   8020001       65.1666
   8030001       65.1666
   8040001       65.1666
   8050001       65.1666
   8060001       65.1666
   8070001       65.1666
   8080001       65.1666
   8090001       65.1666
   8100001       65.1666
   8110001       65.1666
   8120001       65.1666
   8130001       65.1666
   8140001       65.1666
   8150001       65.1666
   8160001       65.1666
   8170001       65.1666
   8180001       65.1666
   8190001       65.1666
   8200001       65.1666
   8210001       65.1666
   8220001       65.1666
   8230001       65.1666
   8240001       65.1666
   8250001       65.1666
   8260001       65.1666
   8270001       65.1666
   8280001       65.1666
   8290001       65.1666
   8300001       65.1666
   8310001       65.1666
   8320001       65.1666
   8330001       65.1666
   8340001       65.1666
   8350001       65.1666
   8360001       65.1666
   8370001       65.1666
   8380001       65.1666
   8390001       65.1666
   8400001       65.1666
   8410001       65.1666
   8420001       65.1666
   8430001       65.1666
   8440001       65.1666
   8450001       65.1666
   8460001       65.1666
   8470001       65.1666
   8480001       65.1666
   8490001       65.1666
   8500001       65.1666
   8510001       65.1666
   8520001       65.1666
   8530001       65.1666
   8540001       65.1666
   8550001       65.1666
   8560001       65.1666
   8570001       65.1666
   8580001       65.1666
   8590001       65.1666
   8600001       65.1666
   8610001       65.1666
   8620001       65.1666
   8630001       65.1666
   8640001       65.1666
   8650001       65.1666
   8660001       65.1666
   8670001       65.1666
   8680001       65.1666
   8690001       65.1666
   8700001       65.1666
   8710001       65.1666
   8720001       65.1666
   8730001       65.1666
   8740001       65.1666
   8750001       65.1666
   8760001       65.1666
   8770001       65.1666
   8780001       65.1666
   8790001       65.1666
   8800001       65.1666
   8810001       65.1666
   8820001       65.1666
   8830001       65.1666
   8840001       65.1666
   8850001       65.1666
   8860001       65.1666
   8870001       65.1666
   8880001       65.1666
   8890001       65.1666
   8900001       65.1666
   8910001       65.1666
   8920001       65.1666
   8930001       65.1666
   8940001       65.1666
   8950001       65.1666
   8960001       65.1666
   8970001       65.1666
   8980001       65.1666
   8990001       65.1666
   9000001       65.1666
   9010001       65.1666
   9020001       65.1666
   9030001       65.1666
   9040001       65.1666
   9050001       65.1666
   9060001       65.1666
   9070001       65.1666
   9080001       65.1666
   9090001       65.1666
   9100001       65.1666
   9110001       65.1666
   9120001       65.1666
   9130001       65.1666
   9140001       65.1666
   9150001       65.1666
   9160001       65.1666
   9170001       65.1666
   9180001       65.1666
   9190001       65.1666
   9200001       65.1666
   9210001       65.1666
   9220001       65.1666
   9230001       65.1666
   9240001       65.1666
   9250001       65.1666
   9260001       65.1666
   9270001       65.1666
   9280001       65.1666
   9290001       65.1666
   9300001       65.1666
   9310001       65.1666
   9320001       65.1666
   9330001       65.1666
   9340001       65.1666
   9350001       65.1666
   9360001       65.1666
   9370001       65.1666
   9380001       65.1666
   9390001       65.1666
   9400001       65.1666
   9410001       65.1666
   9420001       65.1666
   9430001       65.1666
   9440001       65.1666
   9450001       65.1666
   9460001       65.1666
   9470001       65.1666
   9480001       65.1666
   9490001       65.1666
   9500001       65.1666
   9510001       65.1666
   9520001       65.1666
   9530001       65.1666
   9540001       65.1666
   9550001       65.1666
   9560001       65.1666
   9570001       65.1666
   9580001       65.1666
   9590001       65.1666
   9600001       65.1666
   9610001       65.1666
   9620001       65.1666
   9630001       65.1666
   9640001       65.1666
   9650001       65.1666
   9660001       65.1666
   9670001       65.1666
   9680001       65.1666
   9690001       65.1666
   9700001       65.1666
   9710001       65.1666
   9720001       65.1666
   9730001       65.1666
   9740001       65.1666
   9750001       65.1666
   9760001       65.1666
   9770001       65.1666
   9780001       65.1666
   9790001       65.1666
   9800001       65.1666
   9810001       65.1666
   9820001       65.1666
   9830001       65.1666
   9840001       65.1666
   9850001       65.1666
   9860001       65.1666
   9870001       65.1666
   9880001       65.1666
   9890001       65.1666
   9900001       65.1666
   9910001       65.1666
   9920001       65.1666
   9930001       65.1666
   9940001       65.1666
   9950001       65.1666
   9960001       65.1666
   9970001       65.1666
   9980001       65.1666
   9990001       65.1666
  10000001       65.1666
