#     STEP   BEST_LENGTH
   1850001       157.099
   1860001       157.099
   1870001       157.099
   1880001       157.099
   1890001       157.099
   1900001       157.099
   1910001       157.099
   1920001       157.099
   1930001       157.099
   1940001       157.099
   1950001       157.099
   1960001       157.099
   1970001       157.099
   1980001       157.099
   1990001       157.099
   2000001       157.099
   2010001       157.099
   2020001       157.099
   2030001       157.099
   2040001       157.099
   2050001       157.099
   2060001       157.099
   2070001       157.099
   2080001       157.099
   2090001       157.099
   2100001       157.099
   2110001       157.099
   2120001       157.099
   2130001       157.099
   2140001       157.099
   2150001       157.099
   2160001       157.099
   2170001       157.099
   2180001       157.099
   2190001       157.099
   2200001       157.099
   2210001       157.099
   2220001       157.099
   2230001       157.099
   2240001       157.099
   2250001       157.099
   2260001       157.099
   2270001       157.099
   2280001       157.099
   2290001       157.099
   2300001       157.099
   2310001       157.099
   2320001       157.099
   2330001       157.099
   2340001       157.099
   2350001       157.099
   2360001       157.099
   2370001       157.099
   2380001       157.099
   2390001       157.099
   2400001       157.099
   2410001       157.099
   2420001       157.099
   2430001       157.099
   2440001       157.099
   2450001       157.099
   2460001       157.099
   2470001       157.099
   2480001       157.099
   2490001       157.099
   2500001       157.099
   2510001       157.099
   2520001       157.099
   2530001       157.099
   2540001       157.099
   2550001       157.099
   2560001       157.099
   2570001       157.099
   2580001       157.099
   2590001       157.099
   2600001       157.099
   2610001       157.099
   2620001       157.099
   2630001       157.099
   2640001       157.099
   2650001       157.099
   2660001       157.099
   2670001       157.099
   2680001       157.099
   2690001       157.099
   2700001       157.099
   2710001       157.099
   2720001       157.099
   2730001       157.099
   2740001       157.099
   2750001       157.099
   2760001       157.099
   2770001       157.099
   2780001       157.099
   2790001       157.099
   2800001       157.099
   2810001       157.099
   2820001       157.099
   2830001       157.099
   2840001       157.099
   2850001       157.099
   2860001       157.099
   2870001       157.099
   2880001       157.099
   2890001       157.099
   2900001       157.099
   2910001       157.099
   2920001       157.099
   2930001       157.099
   2940001       157.099
   2950001       157.099
   2960001       157.099
   2970001       157.099
   2980001       157.099
   2990001       157.099
   3000001       157.099
   3010001       157.099
   3020001       157.099
   3030001       157.099
   3040001       157.099
   3050001       157.099
   3060001       157.099
   3070001       157.099
   3080001       157.099
   3090001       157.099
   3100001       157.099
   3110001       157.099
   3120001       157.099
   3130001       157.099
   3140001       157.099
   3150001       157.099
   3160001       157.099
   3170001       157.099
   3180001       157.099
   3190001       157.099
   3200001       157.099
   3210001       157.099
   3220001       157.099
   3230001       157.099
   3240001       157.099
   3250001       157.099
   3260001       157.099
   3270001       157.099
   3280001       157.099
   3290001       157.099
   3300001       157.099
   3310001       157.099
   3320001       157.099
   3330001       157.099
   3340001       157.099
   3350001       157.099
   3360001       157.099
   3370001       157.099
   3380001       157.099
   3390001       157.099
   3400001       157.099
   3410001       157.099
   3420001       157.099
   3430001       157.099
   3440001       157.099
   3450001       157.099
   3460001       157.099
   3470001       157.099
   3480001       157.099
   3490001       157.099
   3500001       157.099
   3510001       157.099
   3520001       157.099
   3530001       157.099
   3540001       157.099
   3550001       157.099
   3560001       157.099
   3570001       157.099
   3580001       157.099
   3590001       157.099
   3600001       157.099
   3610001       157.099
   3620001       157.099
   3630001       157.099
   3640001       157.099
   3650001       157.099
   3660001       157.099
   3670001       157.099
   3680001       157.099
   3690001       157.099
   3700001       157.099
   3710001       157.099
   3720001       157.099
   3730001       157.099
   3740001       157.099
   3750001       157.099
   3760001       157.099
   3770001       157.099
   3780001       157.099
   3790001       157.099
   3800001       157.099
   3810001       157.099
   3820001       157.099
   3830001       157.099
   3840001       157.099
   3850001       157.099
   3860001       157.099
   3870001       157.099
   3880001       157.099
   3890001       157.099
   3900001       157.099
   3910001       157.099
   3920001       157.099
   3930001       157.099
   3940001       157.099
   3950001       157.099
   3960001       157.099
   3970001       157.099
   3980001       157.099
   3990001       157.099
   4000001       157.099
   4010001       157.099
   4020001       157.099
   4030001       157.099
   4040001       157.099
   4050001       157.099
   4060001       157.099
   4070001       157.099
   4080001       157.099
   4090001       157.099
   4100001       157.099
   4110001       157.099
   4120001       157.099
   4130001       157.099
   4140001       157.099
   4150001       157.099
   4160001       157.099
   4170001       157.099
   4180001       157.099
   4190001       157.099
   4200001       157.099
   4210001       157.099
   4220001       157.099
   4230001       157.099
   4240001       157.099
   4250001       157.099
   4260001       157.099
   4270001       157.099
   4280001       157.099
   4290001       157.099
   4300001       157.099
   4310001       157.099
   4320001       157.099
   4330001       157.099
   4340001       157.099
   4350001       157.099
   4360001       157.099
   4370001       157.099
   4380001       157.099
   4390001       157.099
   4400001       157.099
   4410001       157.099
   4420001       157.099
   4430001       157.099
   4440001       157.099
   4450001       157.099
   4460001       157.099
   4470001       157.099
   4480001       157.099
   4490001       157.099
   4500001       157.099
   4510001       157.099
   4520001       157.099
   4530001       157.099
   4540001       157.099
   4550001       157.099
   4560001       157.099
   4570001       157.099
   4580001       157.099
   4590001       157.099
   4600001       157.099
   4610001       157.099
   4620001       157.099
   4630001       157.099
   4640001       157.099
   4650001       157.099
   4660001       157.099
   4670001       157.099
   4680001       157.099
   4690001       157.099
   4700001       157.099
   4710001       157.099
   4720001       157.099
   4730001       157.099
   4740001       157.099
   4750001       157.099
   4760001       157.099
   4770001       157.099
   4780001       157.099
   4790001       157.099
   4800001       157.099
   4810001       157.099
   4820001       157.099
   4830001       157.099
   4840001       157.099
   4850001       157.099
   4860001       157.099
   4870001       157.099
   4880001       157.099
   4890001       157.099
   4900001       157.099
   4910001       157.099
   4920001       157.099
   4930001       157.099
   4940001       157.099
   4950001       157.099
   4960001       157.099
   4970001       157.099
   4980001       157.099
   4990001       157.099
   5000001       157.099
   5010001       157.099
   5020001       157.099
   5030001       157.099
   5040001       157.099
   5050001       157.099
   5060001       157.099
   5070001       157.099
   5080001       157.099
   5090001       157.099
   5100001       157.099
   5110001       157.099
   5120001       157.099
   5130001       157.099
   5140001       157.099
   5150001       157.099
   5160001       157.099
   5170001       157.099
   5180001       157.099
   5190001       157.099
   5200001       157.099
   5210001       157.099
   5220001       157.099
   5230001       157.099
   5240001       157.099
   5250001       157.099
   5260001       157.099
   5270001       157.099
   5280001       157.099
   5290001       157.099
   5300001       157.099
   5310001       157.099
   5320001       157.099
   5330001       157.099
   5340001       157.099
   5350001       157.099
   5360001       157.099
   5370001       157.099
   5380001       157.099
   5390001       157.099
   5400001       157.099
   5410001       157.099
   5420001       157.099
   5430001       157.099
   5440001       157.099
   5450001       157.099
   5460001       157.099
   5470001       157.099
   5480001       157.099
   5490001       157.099
   5500001       157.099
   5510001       157.099
   5520001       157.099
   5530001       157.099
   5540001       157.099
   5550001       157.099
   5560001       157.099
   5570001       157.099
   5580001       157.099
   5590001       157.099
   5600001       157.099
   5610001       157.099
   5620001       157.099
   5630001       157.099
   5640001       157.099
   5650001       157.099
   5660001       157.099
   5670001       157.099
   5680001       157.099
   5690001       157.099
   5700001       157.099
   5710001       157.099
   5720001       157.099
   5730001       157.099
   5740001       157.099
   5750001       157.099
   5760001       157.099
   5770001       157.099
   5780001       157.099
   5790001       157.099
   5800001       157.099
   5810001       157.099
   5820001       157.099
   5830001       157.099
   5840001       157.099
   5850001       157.099
   5860001       157.099
   5870001       157.099
   5880001       157.099
   5890001       157.099
   5900001       157.099
   5910001       157.099
   5920001       157.099
   5930001       157.099
   5940001       157.099
   5950001       157.099
   5960001       157.099
   5970001       157.099
   5980001       157.099
   5990001       157.099
   6000001       157.099
   6010001       157.099
   6020001       157.099
   6030001       157.099
   6040001       157.099
   6050001       157.099
   6060001       157.099
   6070001       157.099
   6080001       157.099
   6090001       157.099
   6100001       157.099
   6110001       157.099
   6120001       157.099
   6130001       157.099
   6140001       157.099
   6150001       157.099
   6160001       157.099
   6170001       157.099
   6180001       157.099
   6190001       157.099
   6200001       157.099
   6210001       157.099
   6220001       157.099
   6230001       157.099
   6240001       157.099
   6250001       157.099
   6260001       157.099
   6270001       157.099
   6280001       157.099
   6290001       157.099
   6300001       157.099
   6310001       157.099
   6320001       157.099
   6330001       157.099
   6340001       157.099
   6350001       157.099
   6360001       157.099
   6370001       157.099
   6380001       157.099
   6390001       157.099
   6400001       157.099
   6410001       157.099
   6420001       157.099
   6430001       157.099
   6440001       157.099
   6450001       157.099
   6460001       157.099
   6470001       157.099
   6480001       157.099
   6490001       157.099
   6500001       157.099
   6510001       157.099
   6520001       157.099
   6530001       157.099
   6540001       157.099
   6550001       157.099
   6560001       157.099
   6570001       157.099
   6580001       157.099
   6590001       157.099
   6600001       157.099
   6610001       157.099
   6620001       157.099
   6630001       157.099
   6640001       157.099
   6650001       157.099
   6660001       157.099
   6670001       157.099
   6680001       157.099
   6690001       157.099
   6700001       157.099
   6710001       157.099
   6720001       157.099
   6730001       157.099
   6740001       157.099
   6750001       157.099
   6760001       157.099
   6770001       157.099
   6780001       157.099
   6790001       157.099
   6800001       157.099
   6810001       157.099
   6820001       157.099
   6830001       157.099
   6840001       157.099
   6850001       157.099
   6860001       157.099
   6870001       157.099
   6880001       157.099
   6890001       157.099
   6900001       157.099
   6910001       157.099
   6920001       157.099
   6930001       157.099
   6940001       157.099
   6950001       157.099
   6960001       157.099
   6970001       157.099
   6980001       157.099
   6990001       157.099
   7000001       157.099
   7010001       157.099
   7020001       157.099
   7030001       157.099
   7040001       157.099
   7050001       157.099
   7060001       157.099
   7070001       157.099
   7080001       157.099
   7090001       157.099
   7100001       157.099
   7110001       157.099
   7120001       157.099
   7130001       157.099
   7140001       157.099
   7150001       157.099
   7160001       157.099
   7170001       157.099
   7180001       157.099
   7190001       157.099
   7200001       157.099
   7210001       157.099
   7220001       157.099
   7230001       157.099
   7240001       157.099
   7250001       157.099
   7260001       157.099
   7270001       157.099
   7280001       157.099
   7290001       157.099
   7300001       157.099
   7310001       157.099
   7320001       157.099
   7330001       157.099
   7340001       157.099
   7350001       157.099
   7360001       157.099
   7370001       157.099
   7380001       157.099
   7390001       157.099
   7400001       157.099
   7410001       157.099
   7420001       157.099
   7430001       157.099
   7440001       157.099
   7450001       157.099
   7460001       157.099
   7470001       157.099
   7480001       157.099
   7490001       157.099
   7500001       157.099
   7510001       157.099
   7520001       157.099
   7530001       157.099
   7540001       157.099
   7550001       157.099
   7560001       157.099
   7570001       157.099
   7580001       157.099
   7590001       157.099
   7600001       157.099
   7610001       157.099
   7620001       157.099
   7630001       157.099
   7640001       157.099
   7650001       157.099
   7660001       157.099
   7670001       157.099
   7680001       157.099
   7690001       157.099
   7700001       157.099
   7710001       157.099
   7720001       157.099
   7730001       157.099
   7740001       157.099
   7750001       157.099
   7760001       157.099
   7770001       157.099
   7780001       157.099
   7790001       157.099
   7800001       157.099
   7810001       157.099
   7820001       157.099
   7830001       157.099
   7840001       157.099
   7850001       157.099
   7860001       157.099
   7870001       157.099
   7880001       157.099
   7890001       157.099
   7900001       157.099
   7910001       157.099
   7920001       157.099
   7930001       157.099
   7940001       157.099
   7950001       157.099
   7960001       157.099
   7970001       157.099
   7980001       157.099
   7990001       157.099
   8000001       157.099
   8010001       157.099
   8020001       157.099
   8030001       157.099
   8040001       157.099
   8050001       157.099
   8060001       157.099
   8070001       157.099
   8080001       157.099
   8090001       157.099
   8100001       157.099
   8110001       157.099
   8120001       157.099
   8130001       157.099
   8140001       157.099
   8150001       157.099
   8160001       157.099
   8170001       157.099
   8180001       157.099
   8190001       157.099
   8200001       157.099
   8210001       157.099
   8220001       157.099
   8230001       157.099
   8240001       157.099
   8250001       157.099
   8260001       157.099
   8270001       157.099
   8280001       157.099
   8290001       157.099
   8300001       157.099
   8310001       157.099
   8320001       157.099
   8330001       157.099
   8340001       157.099
   8350001       157.099
   8360001       157.099
   8370001       157.099
   8380001       157.099
   8390001       157.099
   8400001       157.099
   8410001       157.099
   8420001       157.099
   8430001       157.099
   8440001       157.099
   8450001       157.099
   8460001       157.099
   8470001       157.099
   8480001       157.099
   8490001       157.099
   8500001       157.099
   8510001       157.099
   8520001       157.099
   8530001       157.099
   8540001       157.099
   8550001       157.099
   8560001       157.099
   8570001       157.099
   8580001       157.099
   8590001       157.099
   8600001       157.099
   8610001       157.099
   8620001       157.099
   8630001       157.099
   8640001       157.099
   8650001       157.099
   8660001       157.099
   8670001       157.099
   8680001       157.099
   8690001       157.099
   8700001       157.099
   8710001       157.099
   8720001       157.099
   8730001       157.099
   8740001       157.099
   8750001       157.099
   8760001       157.099
   8770001       157.099
   8780001       157.099
   8790001       157.099
   8800001       157.099
   8810001       157.099
   8820001       157.099
   8830001       157.099
   8840001       157.099
   8850001       157.099
   8860001       157.099
   8870001       157.099
   8880001       157.099
   8890001       157.099
   8900001       157.099
   8910001       157.099
   8920001       157.099
   8930001       157.099
   8940001       157.099
   8950001       157.099
   8960001       157.099
   8970001       157.099
   8980001       157.099
   8990001       157.099
   9000001       157.099
   9010001       157.099
   9020001       157.099
   9030001       157.099
   9040001       157.099
   9050001       157.099
   9060001       157.099
   9070001       157.099
   9080001       157.099
   9090001       157.099
   9100001       157.099
   9110001       157.099
   9120001       157.099
   9130001       157.099
   9140001       157.099
   9150001       157.099
   9160001       157.099
   9170001       157.099
   9180001       157.099
   9190001       157.099
   9200001       157.099
   9210001       157.099
   9220001       157.099
   9230001       157.099
   9240001       157.099
   9250001       157.099
   9260001       157.099
   9270001       157.099
   9280001       157.099
   9290001       157.099
   9300001       157.099
   9310001       157.099
   9320001       157.099
   9330001       157.099
   9340001       157.099
   9350001       157.099
   9360001       157.099
   9370001       157.099
   9380001       157.099
   9390001       157.099
   9400001       157.099
   9410001       157.099
   9420001       157.099
   9430001       157.099
   9440001       157.099
   9450001       157.099
   9460001       157.099
   9470001       157.099
   9480001       157.099
   9490001       157.099
   9500001       157.099
   9510001       157.099
   9520001       157.099
   9530001       157.099
   9540001       157.099
   9550001       157.099
   9560001       157.099
   9570001       157.099
   9580001       157.099
   9590001       157.099
   9600001       157.099
   9610001       157.099
   9620001       157.099
   9630001       157.099
   9640001       157.099
   9650001       157.099
   9660001       157.099
   9670001       157.099
   9680001       157.099
   9690001       157.099
   9700001       157.099
   9710001       157.099
   9720001       157.099
   9730001       157.099
   9740001       157.099
   9750001       157.099
   9760001       157.099
   9770001       157.099
   9780001       157.099
   9790001       157.099
   9800001       157.099
   9810001       157.099
   9820001       157.099
   9830001       157.099
   9840001       157.099
   9850001       157.099
   9860001       157.099
   9870001       157.099
   9880001       157.099
   9890001       157.099
   9900001       157.099
   9910001       157.099
   9920001       157.099
   9930001       157.099
   9940001       157.099
   9950001       157.099
   9960001       157.099
   9970001       157.099
   9980001       157.099
   9990001       157.099
  10000001       157.099
